Country,Market Name,Level,Parent Market,L1 Market,Count,Dummy,Units,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
Western Europe,Oilseed Farming,Level 3,Crop Production,Agriculture,58,Western EuropeOilseed Farming,USD Billion,47.16979487,48.87487881,45.98747881,50.38254286,42.63928151,46.15801283,46.34055105,49.85105755,50.65113754,46.26162657,53.14912424,54.90144932,70.47521212,76.81050325,82.0068922,86.68542306,91.58084616,97.03905111,102.9653057,109.201333,115.7423033,123.0765057,130.7084063,138.5419929,146.6314123,154.9791107
Western Europe,Fruit And Nut Farming,Level 3,Crop Production,Agriculture,58,Western EuropeFruit And Nut Farming,USD Billion,63.32120384,63.91033647,61.24677665,71.07191343,70.15945129,77.5114775,80.8883108,77.57118042,85.82640509,79.92733422,95.26606824,97.64631172,102.3226423,111.8721376,120.0924839,127.3144081,134.8888661,143.4991072,152.7127581,162.5578439,173.0708496,185.1878257,197.985532,211.3409034,225.358244,240.0649827
Western Europe,Vegetable Farming,Level 3,Crop Production,Agriculture,58,Western EuropeVegetable Farming,USD Billion,67.48785601,65.8927822,64.08558541,68.70509433,66.80263466,73.37854779,76.87880975,83.97183855,74.95686738,81.85740505,85.61432291,90.16876752,93.25837693,100.8452032,107.1842171,112.7882014,118.5519417,124.9872379,131.9244894,139.2333467,146.9389258,155.4563329,164.2656236,173.2423911,182.4514715,191.8923412
Western Europe,General Crop Farming,Level 3,Crop Production,Agriculture,58,Western EuropeGeneral Crop Farming,USD Billion,68.05434367,47.55342155,42.41527964,39.26053188,40.71077365,42.26454153,41.89386286,43.47165988,37.84913766,39.51917969,34.70556855,40.42987677,42.17153491,45.0708349,47.84202555,50.26672263,52.72714925,55.60406554,58.76514725,62.11753454,65.69356363,69.59238337,73.6715356,77.88186509,82.25928865,86.810784
Western Europe,"Greenhouse, Nursery, And Flowers",Level 3,Crop Production,Agriculture,58,"Western EuropeGreenhouse, Nursery, And Flowers",USD Billion,23.83847219,23.21840593,24.51333765,25.23345979,21.99144906,25.38744029,27.8521881,27.8238704,29.02592988,33.77839882,35.31513993,37.09772547,41.46154228,44.8328976,47.76681606,50.41345866,53.15837298,56.25287933,59.57251194,63.08928571,66.82032536,70.89555014,75.13375873,79.48024723,83.96679569,88.59547027
Western Europe,"Fishing, Hunting And Trapping",Level 3,Rural Activities,Agriculture,58,"Western EuropeFishing, Hunting And Trapping",USD Billion,34.16550451,35.11422583,37.12411329,37.43289794,39.47665766,49.78480633,54.71645771,55.64095309,53.57605578,56.19231823,55.91217902,56.76792158,64.24355767,69.73011294,75.23909776,80.43782571,86.00755592,92.316688,99.20523459,106.6166518,114.6215259,123.3295974,132.5880341,142.322552,152.6111501,163.4812138
Western Europe,Forestry And Logging,Level 3,Rural Activities,Agriculture,58,Western EuropeForestry And Logging,USD Billion,38.66580597,39.91949226,40.97237108,39.59532999,41.27900788,41.51885325,41.48128233,45.19156139,47.17255767,44.96461766,42.68158058,52.30755652,55.1878916,58.14876194,60.97222678,64.08910534,67.30906328,70.78483166,74.50716765,78.46414624,82.65764352,86.81432159,91.21053861,95.79753734,100.6344105,105.7465221
Western Europe,Agriculture And Forestry Services,Level 3,Rural Activities,Agriculture,58,Western EuropeAgriculture And Forestry Services,USD Billion,16.99286704,16.03483195,18.00246532,19.33844198,22.56789644,25.42154041,22.49725956,23.85946825,22.50671304,23.31821964,27.68384585,33.14930765,37.65623006,40.46548499,43.07602262,45.37711384,47.78268723,50.60437556,53.67660202,56.96473625,60.49366337,64.31750304,68.34459465,72.53351552,76.92199663,81.52147806
Africa,Animal Produce,Level 2,Agriculture,Agriculture,58,AfricaAnimal Produce,USD Billion,137.5742591,143.0894772,160.6649493,191.363522,217.5430297,265.043019,325.8639624,331.6724877,345.3446861,389.3097503,393.3963075,403.5162839,432.810468,461.3241541,497.7767725,535.805627,579.1738413,628.6689892,685.6005937,749.5717777,823.8944849,890.1719105,973.4506818,1044.387162,1119.137848,1193.179228
Africa,Crop Production,Level 2,Agriculture,Agriculture,58,AfricaCrop Production,USD Billion,28.40796185,31.30096336,36.65143859,35.6665673,38.50275282,41.53731611,43.01203358,67.31210959,74.62823791,59.77484086,53.82445346,62.82823746,68.12292157,79.33303587,96.18325699,110.7976163,123.9312631,136.7615102,148.7303535,161.1298073,175.029836,191.4170608,211.2087479,228.1367437,245.8052625,263.3758146
Africa,Rural Activities,Level 2,Agriculture,Agriculture,58,AfricaRural Activities,USD Billion,12.71480557,13.18682301,15.56781761,17.86428332,19.79819021,22.86856264,27.20948087,34.03140881,40.31452935,47.23465703,45.76141772,51.62264089,61.51921885,74.17469011,94.92850977,116.4419315,139.0949862,166.7749614,200.2876461,241.1574866,289.26778,339.5115298,403.3230521,470.0942293,547.319225,634.0952344
Asia Pacific,Animal Produce,Level 2,Agriculture,Agriculture,58,Asia PacificAnimal Produce,USD Billion,817.0802141,820.9075476,909.1243407,990.1199913,977.3599602,1015.505245,1074.592876,1169.27992,1284.963334,1381.372075,1410.063426,1529.631389,1652.889833,1741.916837,1819.898844,1893.386192,1987.743996,2101.055345,2230.295974,2368.669305,2516.370387,2666.040799,2871.06964,3041.386397,3219.948123,3407.664397
Asia Pacific,Crop Production,Level 2,Agriculture,Agriculture,58,Asia PacificCrop Production,USD Billion,1302.417755,1388.654932,1447.236037,1574.300103,1716.732521,1891.920212,2112.120614,2180.84503,2296.135249,2475.542708,2562.47468,2725.322709,2953.348122,3085.807783,3204.482006,3306.936578,3446.129304,3621.299239,3822.321388,4035.48197,4259.823176,4478.321247,4783.572057,5023.96896,5270.758049,5524.398285
Asia Pacific,Rural Activities,Level 2,Agriculture,Agriculture,58,Asia PacificRural Activities,USD Billion,869.3101039,927.8785774,997.5839121,984.8881504,1094.488069,1050.389588,1159.085163,1194.079031,1220.707712,1268.507745,1271.326393,1363.902692,1464.855069,1541.626024,1620.617435,1705.506638,1804.994428,1919.321282,2049.235684,2192.208581,2347.073891,2502.678921,2715.523089,2901.519867,3101.72114,3317.75333
Eastern Europe,Animal Produce,Level 2,Agriculture,Agriculture,58,Eastern EuropeAnimal Produce,USD Billion,76.39268893,80.67325268,87.2694165,86.49764667,91.36585094,106.7372688,105.2378129,102.2567924,108.2229625,124.66554,131.0183978,139.8217566,152.0781662,170.4655536,188.6628796,199.0326502,209.4861378,217.4475673,225.8194883,234.8665467,244.5081432,259.2702257,278.0258585,293.7735591,309.6427423,325.6169078
Eastern Europe,Crop Production,Level 2,Agriculture,Agriculture,58,Eastern EuropeCrop Production,USD Billion,61.36698625,70.76350133,67.37416267,72.07505952,76.81969516,91.63385224,99.76800088,97.21576478,103.8819914,108.5616104,115.3959471,129.5160662,141.0363162,167.6557165,195.0758199,218.5980297,243.9020362,268.8792688,296.4625929,327.6838265,362.8163111,409.9272716,468.789927,528.7057209,595.293463,669.2647712
Eastern Europe,Rural Activities,Level 2,Agriculture,Agriculture,58,Eastern EuropeRural Activities,USD Billion,24.32846152,25.6364522,27.61790624,28.43241974,32.72903732,40.9601846,43.56259857,42.96523247,47.64425991,48.59415262,52.5144347,56.58665939,64.76375102,73.08292156,81.44464043,87.50433531,93.00676281,98.4362321,104.1736504,110.4005324,117.9786438,126.8996187,138.21255,148.5083362,159.3538007,170.7761891
Middle East,Animal Produce,Level 2,Agriculture,Agriculture,58,Middle EastAnimal Produce,USD Billion,26.45129086,28.74838279,31.8394451,35.4206637,37.26925542,38.01964642,38.28146565,40.35621828,40.45969035,42.46449387,46.58313941,53.67829948,69.9844011,91.18654768,120.4311917,147.9259916,174.6914371,200.7823349,230.6363256,261.0437753,294.4910867,317.2416552,347.9925385,371.1872558,393.825861,415.9059255
Middle East,Crop Production,Level 2,Agriculture,Agriculture,58,Middle EastCrop Production,USD Billion,36.35066074,38.07444062,41.17623052,43.424029,43.43290612,40.25684706,40.22963035,43.23130173,45.95592801,50.85616386,56.91733171,65.92589368,94.58582753,132.6793869,184.9400015,235.0674174,284.209458,332.3066891,387.1993354,443.2150225,505.4135319,542.9480737,593.209241,629.4836913,664.0372205,696.5461549
Middle East,Rural Activities,Level 2,Agriculture,Agriculture,58,Middle EastRural Activities,USD Billion,4.621855188,4.838340779,6.001730104,6.167208104,7.132265317,7.235357604,6.988305319,7.76267339,8.734866025,9.560196703,9.005528011,10.92527939,15.39527208,20.53665267,27.9045094,35.30554393,41.70335877,48.39891027,56.15072421,64.91196731,74.16012934,80.28996374,88.74311648,95.62034072,102.740367,110.2124134
North America,Animal Produce,Level 2,Agriculture,Agriculture,58,North AmericaAnimal Produce,USD Billion,493.6537444,536.2586632,561.7525801,503.0454569,509.2774978,539.9284285,531.0967883,551.9473854,553.9554793,544.4321635,574.8658663,636.214001,648.8803488,685.4680323,716.4371339,742.8331483,768.0662193,792.6416642,819.3010075,846.7394377,875.8899167,909.5753018,942.8782169,975.7612637,1008.193554,1040.150468
North America,Crop Production,Level 2,Agriculture,Agriculture,58,North AmericaCrop Production,USD Billion,281.4636107,322.5382199,319.7531774,356.4887044,337.9467246,326.2881516,342.1618449,329.6534586,337.8036718,332.2009738,344.3466991,366.9512304,392.7016589,419.6607569,443.742253,465.5340327,487.0486775,508.86996,532.6979819,557.7855349,584.8140135,615.8769419,647.7431558,680.4394608,713.9976698,748.4546763
North America,Rural Activities,Level 2,Agriculture,Agriculture,58,North AmericaRural Activities,USD Billion,164.2316881,172.6000798,174.8317729,181.2135114,200.1433128,197.6010546,216.8318359,234.8467168,244.0524998,249.4709574,265.0635043,292.8666228,335.2830225,358.633883,381.6171797,403.5963905,423.5804646,444.8640035,468.3212556,493.4838273,522.1883267,552.0359886,583.5866867,617.0051526,652.4742474,690.1962077
South America,Animal Produce,Level 2,Agriculture,Agriculture,58,South AmericaAnimal Produce,USD Billion,241.0679634,239.7628627,252.2318276,263.4967365,281.1373482,330.400555,356.2510708,332.2917256,390.5659464,432.2860925,508.8440945,572.2348284,621.2486482,672.4469116,746.5289984,815.4178738,877.5315647,932.7875861,992.3052733,1058.283452,1130.743045,1218.841961,1351.18646,1460.428695,1581.123569,1714.304925
South America,Crop Production,Level 2,Agriculture,Agriculture,58,South AmericaCrop Production,USD Billion,82.06698747,86.14413023,94.91235871,109.5914939,131.3678525,150.1635477,150.4805145,148.9906489,153.9593805,161.9745132,189.435804,222.6089355,239.8769415,267.2391652,305.7287054,344.2306954,382.2963844,419.3718552,460.6298847,507.2235639,559.4772999,622.3592301,711.8170873,793.4104233,885.4145539,988.9381499
South America,Rural Activities,Level 2,Agriculture,Agriculture,58,South AmericaRural Activities,USD Billion,59.69914583,64.64526299,63.96578661,65.94485035,74.62012854,98.4404099,100.6444298,95.81072579,105.979869,99.41838415,107.2590837,119.5512214,131.3342689,141.2406405,153.5470962,165.2697203,176.7075428,187.7455268,199.4610066,212.095492,226.2677478,241.725291,265.7600017,285.025387,306.2330217,329.515038
Western Europe,Animal Produce,Level 2,Agriculture,Agriculture,58,Western EuropeAnimal Produce,USD Billion,361.8436141,372.5712341,389.6141833,388.6404463,383.4470145,415.1730735,411.1856418,428.4981372,404.8934067,404.5186162,387.6934853,411.4812691,442.6651838,469.2266727,493.5088557,512.465201,530.8478919,553.8004091,578.9891522,605.7053687,634.1768794,665.0349213,697.1121858,729.985628,764.0531133,799.4484463
Western Europe,Crop Production,Level 2,Agriculture,Agriculture,58,Western EuropeCrop Production,USD Billion,337.1532165,316.9439836,312.167164,330.0597076,315.8645699,335.9766791,343.5954222,349.4017247,343.7508035,350.9374906,377.5282036,402.4867147,448.0797065,487.093813,521.3617885,552.2038811,584.3700042,620.9288913,660.5774007,702.9035673,748.1298098,799.0009835,852.689101,908.6828714,967.4566433,1029.159021
Western Europe,Rural Activities,Level 2,Agriculture,Agriculture,58,Western EuropeRural Activities,USD Billion,89.82417751,91.06855005,96.09894968,96.36666991,103.323562,116.7252,118.6949996,124.6919827,123.2553265,124.4751555,126.2776055,142.2247858,157.0876793,168.3443599,179.2873472,189.9040449,201.0993064,213.7058952,227.3890043,242.0455343,257.7728328,274.461422,292.1431673,310.6536049,330.1675572,350.749214
Africa,Agriculture,Level 1,0,Agriculture,58,AfricaAgriculture,USD Billion,178.6970266,187.5772635,212.8842055,244.8943726,275.8439727,329.4488978,396.0854769,433.016006,460.2874533,496.3192482,492.9821786,517.9671623,562.4526084,614.83188,688.8885393,763.0451748,842.2000907,932.2054608,1034.618593,1151.859072,1288.192101,1421.100501,1587.982482,1742.618135,1912.262335,2090.650277
Asia Pacific,Agriculture,Level 1,0,Agriculture,58,Asia PacificAgriculture,USD Billion,2988.808073,3137.441057,3353.94429,3549.308244,3788.58055,3957.815045,4345.798652,4544.203981,4801.806295,5125.422528,5243.864499,5618.856791,6071.093023,6369.350644,6644.998286,6905.829408,7238.867728,7641.675865,8101.853046,8596.359856,9123.267454,9647.040967,10370.16479,10966.87522,11592.42731,12249.81601
Eastern Europe,Agriculture,Level 1,0,Agriculture,58,Eastern EuropeAgriculture,USD Billion,162.0881367,177.0732062,182.2614854,187.0051259,200.9145834,239.3313056,248.5684123,242.4377896,259.7492139,281.821303,298.9287796,325.9244822,357.8782334,411.2041917,465.1833399,505.1350152,546.3949368,584.7630682,626.4557317,672.9509057,725.3030981,796.0971161,885.0283355,970.9876162,1064.290006,1165.657868
Middle East,Agriculture,Level 1,0,Agriculture,58,Middle EastAgriculture,USD Billion,67.42380678,71.66116419,79.01740572,85.01190081,87.83442686,85.51185108,85.49940133,91.3501934,95.15048439,102.8808544,112.5059991,130.5294725,179.9655007,244.4025872,333.2757027,418.298953,500.6042539,581.4879342,673.9863852,769.1707651,874.0647479,940.4796926,1029.944896,1096.291288,1160.603448,1222.664494
North America,Agriculture,Level 1,0,Agriculture,58,North AmericaAgriculture,USD Billion,939.3490432,1031.396963,1056.33753,1040.747673,1047.367535,1063.817635,1090.090469,1116.447561,1135.811651,1126.104095,1184.27607,1296.031854,1376.86503,1463.762672,1541.796567,1611.963572,1678.695361,1746.375628,1820.320245,1898.0088,1982.892257,2077.488232,2174.208059,2273.205877,2374.665471,2478.801352
South America,Agriculture,Level 1,0,Agriculture,58,South AmericaAgriculture,USD Billion,382.83,390.55,411.11,439.03,487.13,579,607.38,577.09,650.51,693.68,805.54,914.39,992.46,"1,080.93","1,205.80","1,324.92","1,436.54","1,539.90","1,652.40","1,777.60","1,916.49","2,082.93","2,328.76","2,538.86","2,772.77","3,032.76"
Western Europe,Agriculture,Level 1,0,Agriculture,58,Western EuropeAgriculture,USD Billion,788.8210081,780.5837678,797.880297,815.0668238,802.6351463,867.8749525,873.4760636,902.5918447,871.8995367,879.9312623,891.4992943,956.1927695,1047.83257,1124.664846,1194.157991,1254.573127,1316.317203,1388.435196,1466.955557,1550.65447,1640.079522,1738.497327,1841.944454,1949.322104,2061.677314,2179.356681
Global,Milk,Level 3,Animal Produce,Agriculture,58,GlobalMilk,USD Billion,271.8,283.27,316.39,360.64,396.07,429.96,413.67,456.85,478.93,482.82,524.16,552.1,624.11,678.54,731.96,779.21,830.49,884.41,944.56,"1,008.90","1,078.72","1,149.17","1,237.33","1,313.22","1,390.79","1,470.03"
Global,Honey,Level 3,Animal Produce,Agriculture,58,GlobalHoney,USD Billion,3.157924489,3.427220706,3.4295216,3.630556785,3.908502658,4.516861034,4.512812158,4.704020681,4.633757655,4.432884898,4.685136936,5.030666986,5.441800269,5.958417366,6.488343951,6.968827053,7.465720315,8.018991798,8.640084391,9.312970086,10.05373338,10.84332608,11.82106598,12.76527968,13.79962038,14.93365373
Global,Meat,Level 3,Animal Produce,Agriculture,58,GlobalMeat,USD Billion,457.0770922,500.9115187,539.0094889,572.2462093,609.244124,621.8450129,648.8388822,691.2706296,741.0689174,774.3209669,763.4372639,835.9580188,958.5754247,1031.598019,1106.997421,1177.802409,1253.727316,1336.403867,1429.253165,1530.245029,1640.50578,1762.743524,1920.769546,2065.913665,2222.611175,2392.029346
Global,Wool,Level 3,Animal Produce,Agriculture,58,GlobalWool,USD Billion,5.334456466,6.891825202,6.225360571,6.249047322,6.409360847,6.750654484,7.471305419,8.437245106,8.935061717,8.132780485,6.093090388,6.710287695,7.055741879,7.448715154,7.831363737,8.195046147,8.639702242,9.169367219,9.785969055,10.45909211,11.20330872,11.98132094,13.03273164,14.00827347,15.09620584,16.31700184
Global,Egg,Level 3,Animal Produce,Agriculture,58,GlobalEgg,USD Billion,128.81095,123.7033276,121.2399925,131.6032984,139.8314088,161.6360318,171.7258629,161.6232848,175.2465516,188.4671437,202.8179142,210.0013968,225.8942194,241.922238,257.9260218,273.5026889,291.2045832,310.6430985,332.7196743,357.0628064,384.0824942,413.6541011,452.5406359,489.0285989,529.247166,573.701464
Global,Skin And Hide,Level 3,Animal Produce,Agriculture,58,GlobalSkin And Hide,USD Billion,70.0677362,80.03502938,83.62738294,89.05736921,93.85051967,96.64448463,90.7240259,94.35192154,97.13193129,95.04104826,74.92252016,87.46822844,95.78240915,102.1814053,108.5429762,113.7704756,119.0919043,125.169946,131.8907366,139.0005132,146.5279087,154.6021894,164.3181944,173.0616856,182.0687419,191.3520207
Global,Live Animals,Level 3,Animal Produce,Agriculture,58,GlobalLive Animals,USD Billion,1212.589539,1217.219235,1316.092045,1287.165323,1238.390996,1379.690925,1495.869013,1527.884835,1611.729614,1755.000257,1865.469684,2038.470985,2092.72947,2213.061661,2351.810853,2475.469499,2604.623015,2740.615927,2892.812206,3056.066624,3234.612087,3408.295888,3646.21949,3832.65284,4025.450855,4220.40498
Global,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,GlobalOther Animal Produce,USD Billion,5.22852588,6.552632477,6.478851268,7.988727331,9.696962825,9.766625737,9.698310459,11.18562775,10.72780636,10.83069301,10.87550221,10.84109043,10.96940705,11.32678489,11.68835021,11.9456875,12.29440436,12.75638548,13.28946861,13.82950377,14.37157337,14.88453841,15.68649478,16.25987211,16.8625702,17.50507865
Global,Grain Farming,Level 3,Crop Production,Agriculture,58,GlobalGrain Farming,USD Billion,592.2103522,631.5887258,657.1246252,714.9684023,695.2550267,740.3491942,771.1825176,769.0326328,791.1361871,817.2819502,828.8245643,878.4187328,952.7867977,1026.008984,1101.423563,1170.83595,1251.196786,1340.104681,1440.26996,1549.667813,1670.380103,1793.422875,1952.481509,2095.088432,2247.030463,2409.161159
Global,Oilseed Farming,Level 3,Crop Production,Agriculture,58,GlobalOilseed Farming,USD Billion,202.15,219.4,221.89,236.2,235.86,231.3,237.63,264.52,269.13,256,284.94,366.14,409.29,446.59,488.46,526.52,566.2,607.39,653.15,702.42,755.58,813.27,886.75,952.53,"1,022.26","1,096.14"
Global,Fruit And Nut Farming,Level 3,Crop Production,Agriculture,58,GlobalFruit And Nut Farming,USD Billion,326.2493555,362.067255,396.0042979,453.5547808,494.7045373,541.3444097,562.8599347,583.8742926,600.4419478,638.2213023,715.4160267,761.8030159,827.9120608,904.0582517,983.9827509,1062.113347,1150.280563,1249.63139,1361.851369,1484.589987,1619.758811,1759.238809,1937.920427,2101.685688,2276.808913,2463.849966
Global,Vegetable Farming,Level 3,Crop Production,Agriculture,58,GlobalVegetable Farming,USD Billion,623.8510095,651.2992259,641.1325967,712.3791,820.2372858,910.0479896,1038.032488,1078.250032,1107.221257,1187.566236,1238.337456,1252.168113,1377.237671,1443.508513,1506.591979,1559.046621,1623.067781,1699.285334,1785.068896,1873.636538,1965.752278,2055.490516,2179.130834,2273.806069,2369.020246,2464.524227
Global,General Crop Farming,Level 3,Crop Production,Agriculture,58,GlobalGeneral Crop Farming,USD Billion,180.1837542,178.4366959,177.7254264,166.8608328,170.2367284,169.7898731,179.533004,192.9983777,197.9559011,194.1683973,179.3134854,204.2869969,211.840578,227.5390243,244.3465907,258.9733301,273.7481217,289.3943658,306.5891663,324.1752386,342.6611231,360.0191085,382.7014413,400.9715468,419.9592955,439.4856749
Global,"Greenhouse, Nursery, And Flowers",Level 3,Crop Production,Agriculture,58,"GlobalGreenhouse, Nursery, And Flowers",USD Billion,204.5837767,211.629588,225.3979474,237.6454988,244.3765652,284.949647,342.130244,327.9782127,390.2267974,446.6119885,453.0869506,512.824185,558.6845523,591.7657432,626.7072233,655.874976,687.3982132,722.6099623,761.6853212,800.9301641,841.366726,878.4134928,930.0435876,968.7481551,1007.688156,1046.973302
Global,"Fishing, Hunting And Trapping",Level 3,Rural Activities,Agriculture,58,"GlobalFishing, Hunting And Trapping",USD Billion,423.0120478,452.4757198,494.6477573,535.3859756,578.5719822,625.8306039,698.0580451,737.9019851,789.5311844,811.2490126,811.7838385,818.9305331,875.9625259,926.5105184,977.9268763,1026.848281,1085.872938,1154.685989,1233.055932,1318.764771,1412.851202,1510.135167,1638.362459,1752.227027,1873.815861,2003.598857
Global,Forestry And Logging,Level 3,Rural Activities,Agriculture,58,GlobalForestry And Logging,USD Billion,693.0198518,737.9583542,759.9082719,705.5591286,779.5790931,714.451627,792.3566661,802.3071898,804.5360373,826.1201373,824.0673076,939.0398789,1044.065155,1118.538129,1205.587392,1299.044304,1392.032746,1494.649242,1610.87304,1742.388091,1889.195184,2035.404077,2225.755639,2406.739473,2607.155427,2827.62456
Global,Agriculture And Forestry Services,Level 3,Rural Activities,Agriculture,58,GlobalAgriculture And Forestry Services,USD Billion,108.698338,109.4200122,127.111846,139.931989,174.0834898,193.9381264,182.6021017,193.9785959,196.6218407,209.8920983,241.3568207,279.7094897,310.2106008,332.590525,355.8324495,377.63602,402.2811659,429.9115804,461.0900006,495.1505586,532.6629661,572.0634914,623.1735657,669.4604176,719.0380704,772.0742093
Global,Animal Produce,Level 2,Agriculture,Agriculture,58,GlobalAnimal Produce,USD Billion,2154.063775,2222.01142,2392.496742,2458.584463,2497.399957,2710.807236,2842.509618,2956.302667,3128.405505,3319.048732,3452.464717,3746.577828,4020.557049,4292.034709,4583.244676,4846.866684,5127.541089,5427.183895,5762.947815,6124.879663,6520.073942,6926.176775,7461.715581,7916.909961,8395.924809,8896.270299
Global,Crop Production,Level 2,Agriculture,Agriculture,58,GlobalCrop Production,USD Billion,2129.227179,2254.420171,2319.270569,2521.605664,2660.667022,2877.776606,3131.36806,3216.650038,3356.115262,3539.848301,3699.923119,3975.639787,4337.751494,4639.469657,4951.513832,5233.36825,5551.887127,5908.417414,6308.618937,6735.423292,7195.503978,7659.850808,8269.029317,8792.827871,9342.762862,9920.136873
Global,Rural Activities,Level 2,Agriculture,Agriculture,58,GlobalRural Activities,USD Billion,1224.730238,1299.854086,1381.667875,1380.877093,1532.234565,1534.220357,1673.016813,1734.187771,1790.689062,1847.261248,1877.207967,2037.679902,2230.238281,2377.639172,2539.346718,2703.528604,2880.18685,3079.246811,3305.018972,3556.303421,3834.709352,4117.602735,4487.291664,4828.426918,5200.009359,5603.297627
Global,Agriculture,Level 1,0,Agriculture,58,GlobalAgriculture,USD Billion,5508.021191,5776.285677,6093.435186,6361.067221,6690.301544,7122.8042,7646.894491,7907.140475,8275.20983,8706.158281,9029.595803,9759.897517,10588.54682,11309.14354,12074.10523,12783.76354,13559.61507,14414.84812,15376.58572,16416.60638,17550.28727,18703.63032,20218.03656,21538.16475,22938.69703,24419.7048
Global,Cow Milk,Level 4,Milk,Agriculture,1,GlobalCow Milk,USD Billion,224.9008878,233.9901188,261.345008,296.9246628,325.0310729,352.9889657,338.133443,371.7102456,388.3506148,390.78055,426.6905679,448.2279526,504.2317483,548.667795,595.1509419,637.0017873,683.6017551,732.8282441,787.7119089,846.6148071,910.6496201,975.7737975,1057.00838,1128.406418,1201.797656,1277.169101
Global,Buffalo Milk,Level 4,Milk,Agriculture,1,GlobalBuffalo Milk,USD Billion,36.26973273,38.3379093,43.04151896,50.01278669,56.40954803,61.09574115,60.14806544,67.86278679,72.84794002,74.29537141,78.42414613,84.04655446,97.18567484,105.3614553,110.654524,114.6706985,117.9621882,121.2187202,124.9000898,128.6794048,132.6790454,136.278713,141.0415582,143.8546849,146.3792812,148.623148
Global,Goat And Sheep Milk,Level 4,Milk,Agriculture,1,GlobalGoat And Sheep Milk,USD Billion,9.277076366,9.585671023,10.54445395,11.99319496,12.92581814,13.96218863,13.56428411,15.17476421,15.62697112,15.55570957,16.70517254,17.431157,20.13213611,21.63770695,23.1010884,24.33601806,25.58022181,26.85935658,28.27828622,29.76896964,31.36328344,32.91634706,34.84961998,36.36154258,37.84994384,39.31329318
Global,Other Milk,Level 4,Milk,Agriculture,1,GlobalOther Milk,USD Billion,1.349854093,1.356932505,1.463119221,1.713287547,1.70164319,1.909744592,1.823612707,2.097305109,2.106339404,2.191326411,2.343718861,2.391489811,2.559016559,2.870510885,3.052792168,3.203547363,3.350277599,3.499991179,3.666226464,3.839943751,4.025107091,4.203029196,4.427864249,4.597100805,4.761594898,4.921212368
Global,Poultry Meat,Level 4,Meat,Agriculture,1,GlobalPoultry Meat,USD Billion,153.8474789,172.4880524,187.641063,200.329192,215.0887243,222.7732402,236.4061727,255.5992892,276.7415755,304.9734303,303.2887748,321.8054047,370.8950496,401.4011349,430.1643898,457.0665846,485.6810527,516.804013,551.7425005,589.6936048,631.0741803,676.9054691,736.2909239,790.534243,848.9954971,912.0965522
Global,Beef Animal Produce,Level 4,Meat,Agriculture,1,GlobalBeef Animal Produce,USD Billion,95.95926803,103.0928505,108.6239571,114.6080255,120.2365715,119.2855748,123.7544168,131.7689427,142.9566207,153.5122109,149.7778803,158.0816177,180.5655543,193.5971423,208.0819383,221.7476285,236.5378823,252.6652124,270.7858982,290.5267019,312.1117213,336.068433,366.9603792,395.5127121,426.3980184,459.8547067
Global,Other Meat,Level 4,Meat,Agriculture,1,GlobalOther Meat,USD Billion,39.57513406,43.57315732,46.32324397,49.76808758,53.45407906,54.74650564,56.91039003,59.49312067,62.85845711,67.64086239,66.54289391,71.58870448,82.55347552,89.13966884,95.68769734,101.842804,108.4560951,115.6593125,123.7493979,132.5516079,142.164421,152.8236113,166.5957081,179.2614788,192.9405896,207.7356126
Global,Hen,Level 4,Egg,Agriculture,1,GlobalHen,USD Billion,119.2413236,114.5254432,112.2740761,121.9910406,129.6358841,149.6639672,158.9831817,150.7711419,163.6695155,176.2885428,189.4936577,196.4230703,211.3514397,226.3156128,240.9803375,255.2028982,271.371603,289.1080054,309.2423469,331.4185799,356.0065842,382.8789392,418.2746326,451.3432984,487.7405871,527.913254
Global,Other Birds,Level 4,Egg,Agriculture,1,GlobalOther Birds,USD Billion,9.569626474,9.177884397,8.965916405,9.612257768,10.19552466,11.97206459,12.7426812,10.85214292,11.57703618,12.17860089,13.32425647,13.57832652,14.54277965,15.60662523,16.94568432,18.29979072,19.83298023,21.53509313,23.47732734,25.64422653,28.07590994,30.77516191,34.26600333,37.6853005,41.5065789,45.78820998
Global,Sheep and Goat Skin or Hide,Level 4,Skin And Hide,Agriculture,1,GlobalSheep and Goat Skin or Hide,USD Billion,19.31005007,21.79910898,23.15688331,24.97084855,26.8440071,28.24220079,26.96897587,27.97283306,28.74531027,28.49292109,23.18975899,27.1657859,30.10195657,32.50584384,34.51647937,36.16508613,37.83784632,39.74920279,41.86265715,44.09740059,46.4623291,48.9982145,52.05161492,54.79404638,57.61713706,60.52476701
Global,Bovine Skin or Hide,Level 4,Skin And Hide,Agriculture,1,GlobalBovine Skin or Hide,USD Billion,50.75768613,58.2359204,60.47049963,64.08652065,67.00651257,68.40228384,63.75505003,66.37908848,68.38662102,66.54812716,51.73276117,60.30244254,65.68045258,69.67556142,74.02649678,77.60538942,81.25405799,85.42074318,90.02807946,94.90311262,100.0655796,105.6039749,112.2665795,118.2676392,124.4516049,130.8272537
